	2500
75 7708
75 5204
75 27129
75 43913
75 34213
75 2897
75 4897
75 62467
75 26616
75 20379
75 7141
75 8588
75 36055
75 19491
75 39196
75 9354
75 7938
75 16825
75 9922
75 11469
75 51360
75 31497
75 55706
75 28846
75 45168
75 10047
75 6311
75 18641
75 38459
75 38868
75 9448
75 24786
75 31315
75 53280
75 10559
75 48272
75 40057
75 8165
75 44741
75 9989
75 50401
75 62252
75 6106
75 26219
75 26846
75 39866
75 50118
75 24454
75 34336
75 10292
75 40043
75 25809
75 43022
75 8776
75 27549
75 4088
75 14163
75 1133
75 13405
75 55461
75 1157
75 9997
75 18321
75 44770
75 31678
75 32676
75 53917
75 38452
75 16958
75 52661
75 63793
75 50106
75 30184
75 30731
75 754
75 24661
75 48018
75 49698
75 46141
75 59182
75 9249
75 50774
75 49290
75 58311
75 52561
75 39569
75 49118
75 38307
75 59440
75 7696
75 59836
75 21737
75 28192
75 28
75 22790
75 32770
75 21088
75 21551
75 26407
75 31118
75 58649
75 21870
75 32295
75 38581
75 47030
75 35311
75 41454
75 40235
75 48553
75 10674
75 2598
75 42231
75 21358
75 48602
75 12629
75 60227
75 42163
75 4565
75 47223
75 36438
75 10176
75 7477
75 27532
75 35327
75 38112
75 19948
75 37026
75 11895
75 16344
75 54143
75 22452
75 14624
75 4172
75 1276
75 8922
75 53020
75 62229
75 48725
75 35126
75 43805
75 27999
75 2784
75 6657
75 25711
75 24459
75 27014
75 17487
75 32915
75 27872
75 26251
75 57540
75 9090
75 52667
75 58209
75 40411
75 48092
75 47465
75 26741
75 29202
75 63256
75 36241
75 14682
75 58473
75 3333
75 46581
75 22362
75 6344
75 37036
75 39084
75 21711
75 2692
75 32229
75 19897
75 52006
75 35491
75 55731
75 38352
75 51241
75 9280
75 3733
75 59737
75 45108
75 5735
75 24870
75 55209
75 3631
75 16395
75 37891
75 42799
75 51391
75 49489
75 5961
75 37577
75 21405
75 8893
75 37602
75 28915
75 62614
75 55233
75 56235
75 6889
75 11001
75 15075
75 28368
75 27801
75 2329
75 20274
75 44399
75 20831
75 36518
75 47432
75 26043
75 29805
75 11626
75 27485
75 18389
75 16100
75 49473
75 51407
75 8583
75 44659
75 6881
75 38059
75 37120
75 43149
75 42545
75 54135
75 55792
75 20227
75 45516
75 12260
75 42227
75 60940
75 51329
75 1196
75 17079
75 25254
75 27735
75 38174
75 25825
75 59694
75 4079
75 49366
75 51204
75 56122
75 14284
75 20458
75 46258
75 63637
75 59471
75 35368
75 54026
75 43592
75 8200
75 17084
75 27842
75 13752
75 24338
75 40618
75 22262
75 59561
75 32553
75 8098
75 48622
75 42536
75 27430
75 3977
75 9221
75 19805
75 56209
75 56368
75 28120
75 52737
75 17161
75 46504
75 56573
75 34735
75 23571
75 28329
75 31083
75 8116
75 3360
75 36200
75 38083
75 145
