300
42018 10
22985 10
33047 10
12010 10
28690 10
49727 10
13608 10
52331 10
60856 10
26893 10
33797 10
50583 10
10487 10
32229 10
36235 10
20870 10
56581 10
1008 10
36674 10
40417 10
21540 10
45506 10
19446 10
23346 10
9157 10
577 10
33493 10
15581 10
54237 10
25372 10
7071 10
40862 10
45836 10
27170 10
47038 10
31903 10
2133 10
57340 10
36793 10
28659 10
38915 10
21426 10
2825 10
25723 10
45698 10
21364 10
63893 10
34856 10
11471 10
55805 10
24840 10
631 10
54063 10
12594 10
53006 10
7211 10
7127 10
23338 10
3301 10
30235 10
50774 10
2127 10
45870 10
55860 10
63793 10
38374 10
34405 10
12891 10
15543 10
17758 10
13071 10
20071 10
35420 10
13333 10
4067 10
10467 10
45995 10
12721 10
1797 10
3001 10
29743 10
11456 10
43684 10
19092 10
47417 10
62448 10
3590 10
18434 10
54038 10
31557 10
1881 10
3895 10
38512 10
57317 10
54094 10
29540 10
20874 10
56766 10
44256 10
5772 10
49151 10
43403 10
52801 10
59618 10
49856 10
47284 10
13133 10
118 10
58110 10
59221 10
6805 10
54852 10
41377 10
5133 10
43319 10
19590 10
34836 10
44489 10
58557 10
11063 10
58372 10
46907 10
1838 10
28858 10
21190 10
12862 10
41602 10
44448 10
44061 10
36520 10
55702 10
63340 10
61192 10
40696 10
36342 10
22340 10
27708 10
57952 10
63635 10
55967 10
42780 10
7790 10
5778 10
33958 10
50362 10
6 10
31852 10
55928 10
27557 10
50139 10
47262 10
37145 10
2614 10
45061 10
33786 10
7418 10
44538 10
60684 10
44252 10
25135 10
14340 10
13807 10
41850 10
48393 10
51901 10
30061 10
62053 10
9292 10
52459 10
62008 10
55180 10
49313 10
2739 10
11348 10
15573 10
9862 10
6680 10
41251 10
11395 10
55899 10
14813 10
28823 10
17069 10
54725 10
7247 10
19688 10
58333 10
35876 10
4292 10
58706 10
59907 10
58143 10
14694 10
42799 10
33813 10
17729 10
63510 10
17917 10
62295 10
27514 10
25596 10
30126 10
9379 10
45454 10
46721 10
16815 10
15049 10
22112 10
62317 10
36 10
42053 10
13299 10
27836 10
43958 10
41336 10
55850 10
10756 10
46463 10
30084 10
20524 10
30184 10
42850 10
48422 10
8024 10
10108 10
3668 10
56696 10
30145 10
52258 10
60686 10
59426 10
54055 10
50602 10
14975 10
5840 10
47686 10
5461 10
21114 10
9069 10
16256 10
59254 10
21532 10
49942 10
51928 10
11866 10
16969 10
27420 10
2571 10
25627 10
27057 10
25655 10
61663 10
37954 10
35036 10
59659 10
29321 10
39567 10
50586 10
1614 10
18436 10
16376 10
8793 10
37805 10
35963 10
48959 10
23229 10
54172 10
61305 10
7692 10
7167 10
28487 10
35842 10
41481 10
12915 10
19165 10
41583 10
18131 10
47276 10
36684 10
18930 10
10344 10
9139 10
51653 10
5588 10
49331 10
43186 10
41475 10
54581 10
24055 10
35725 10
9670 10
45401 10
60098 10
18657 10
7792 10
18286 10
16155 10
15559 10
29985 10
29610 10

