3000
6054 9938
10588 19663
12315 14397
24636 21982
32046 832
19254 30923
21452 9306
17070 18249
6399 23344
28938 11984
24711 26839
109 14469
4280 1118
25521 28007
1939 4512
22183 10940
32040 1608
29074 29371
7979 10533
27617 1403
8662 6064
27181 19995
16894 15835
29555 28723
29817 11292
27027 379
16047 30650
8456 15290
29822 4439
29674 13042
22356 15807
27681 23498
21127 7408
24811 28219
20728 27497
9105 28799
26601 27064
5989 30263
21275 5694
20736 24539
32299 9541
6330 9831
5935 25414
27754 32580
26252 28020
23647 25716
26651 27788
24479 19714
24956 15841
31583 8617
29113 13986
22978 14787
22047 28015
11222 27765
24666 13852
29388 537
22992 15300
3192 4588
20543 25874
7945 6137
1945 28364
16394 20293
3360 26785
29336 7228
10174 51
22757 4956
8615 18024
13549 26656
10033 23278
5240 20527
14067 10765
17489 9926
24349 10417
26309 23651
17432 15031
18782 32435
11358 12151
21985 25790
3483 147
14981 19281
22277 16128
9590 28076
29944 23122
12170 26221
18903 11852
21059 25788
6175 680
1285 440
6604 26915
23960 16930
16624 9676
20449 4168
23954 3471
26845 14901
9413 1789
8415 16407
21769 6494
8458 32496
29671 13817
6161 897
24775 10146
31278 4468
14613 21637
18529 10953
18836 15923
15083 9090
2306 27626
27402 3474
22509 11049
22518 2307
469 21108
25371 17512
15235 29285
8089 14722
6825 8436
4346 29238
17083 19208
13619 25007
17165 14397
30173 7631
25133 11512
23732 1244
21123 22185
10064 7016
3112 28256
5667 11905
18435 15763
4788 1562
22570 28974
2331 13241
22904 26332
4284 18787
31338 24725
16456 1221
21311 19048
18673 15012
2896 32394
13548 3718
18349 13216
25901 17058
7929 330
10846 11269
3720 9968
5409 5895
11446 208
22919 10221
5259 22344
25041 992
18060 29793
27750 19982
31460 11165
20756 17694
8372 16387
18827 3290
1719 21608
22807 28696
26906 20991
12189 9961
24731 28963
9177 27909
28384 20580
8406 29814
9242 17873
8879 133
6618 22150
7812 13538
16179 117
29119 25879
12818 17017
13449 28718
8666 3736
2951 29858
30531 4760
21721 26756
15732 710
19541 25070
2143 21250
768 7085
21597 2575
17870 554
6923 6937
20380 21657
6501 29064
25194 9830
800 6916
9181 19676
8012 15305
22773 1304
2603 14637
23818 24109
6220 18030
28685 13209
5868 16321
14333 17384
25997 32665
4520 12199
9432 6709
3236 27787
30384 11117
11917 30946
2968 8893
22912 23355
31047 14738
29144 14930
5770 32725
7976 6462
22618 10934
17529 990
27709 4538
3013 14208
3042 1543
8372 5076
17911 28656
30357 24593
14414 24252
13728 12389
30513 30396
11114 30627
7683 27020
23210 4392
17688 25768
1579 20238
22742 8755
21265 22677
3596 2052
24144 25805
28562 243
24937 7561
16674 31842
16999 13953
13175 16398
11034 1222
9636 30744
915 8812
28599 12623
27617 27250
29326 10688
4362 22773
26872 9088
31052 7061
13840 9656
9109 24104
11479 22514
5696 8094
3345 25508
14610 6964
12641 2043
5749 4573
10920 19433
24563 32750
17563 31346
20982 2824
12195 21810
21182 13387
19449 10547
26787 6840
20994 12782
25485 23015
21480 30367
21937 20715
21626 3534
14222 23939
28486 29466
21287 22402
19957 23369
21122 22657
26343 12941
3425 7107
16655 12569
29247 616
14608 12772
9870 2006
921 14269
14896 12900
26878 19600
2612 19529
30231 9975
11986 28868
7774 16900
4265 14733
2884 21325
311 6269
5332 19257
29337 10617
8075 19339
10885 2212
23414 16428
3205 30917
8333 1597
22390 26102
25679 19805
29248 4238
1184 7991
9175 27729
25567 14672
21106 32727
4684 9488
9739 20538
152 14862
10776 9475
30670 30368
19080 12375
21090 23203
18432 26462
12951 12423
32598 5876
12822 28831
8271 148
18123 10920
12181 2945
22787 8599
28668 22070
18117 1448
3830 13328
20590 30883
12372 25402
10896 18545
13631 1753
12556 3040
23158 12665
30573 3507
2506 3000
12936 12782
31447 25393
14162 16736
32516 11691
2818 18289
5309 19587
16487 28205
7664 7255
7819 1169
21958 7412
19593 6934
24995 15746
32428 25212
6497 6383
24777 14552
25288 11929
14815 4321
15441 25407
1260 8055
21276 22057
31506 31605
16431 22167
19179 7096
18673 1383
31017 24432
16102 28427
9842 3238
23212 10667
13947 28942
11831 17302
5219 4367
2633 3567
4178 4369
29493 3988
4690 17670
212 11346
7789 4667
17864 19528
26120 3937
6640 3993
25215 3799
25644 23126
13570 32570
16210 17578
18352 20015
5745 15175
27634 14704
5189 23569
29209 14869
506 23306
30267 30245
28965 31614
24138 25692
19712 26991
17783 3647
12006 32579
20678 7262
4623 17325
10482 6377
17037 11225
5507 5239
9094 28123
29998 6418
10419 28505
3949 6022
7962 7288
31583 15083
8456 13061
6114 20080
20817 19941
20718 8555
14795 15551
11829 5534
26889 29671
26361 17356
11092 8334
30509 25213
31472 11561
29135 23309
909 16926
3205 14587
21771 3766
8310 24432
8562 26175
7276 12558
8754 32129
9255 5628
151 21603
22788 3119
23952 6110
1999 11770
21665 2083
14309 23257
5669 12040
22414 28282
29897 29369
409 12813
582 20636
6201 29645
5982 19588
12576 28879
25370 24602
3802 32011
23874 30345
9067 5544
14365 16489
22572 18828
11626 27630
5859 9252
17054 3410
20514 1649
24672 17280
31458 6740
22851 25858
18783 19482
15299 16684
3894 30283
2946 16778
5309 11183
15811 30600
21411 19362
5415 25184
22729 19610
14504 31049
18272 26870
8659 17886
14659 6665
15946 6860
30871 3431
24697 12992
20129 111
23448 17296
